precinct,office,candidate,votes,jurisdiction
34-Sunridge,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",28,Douglas
34-Sunridge,"State Assembly, District 39 (Republican)","WHEELER, JIM",24,Douglas
35-Glenbrook,"State Assembly, District 39 (Republican)","KITE, KELLY",56,Douglas
35-Glenbrook,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",9,Douglas
35-Glenbrook,"State Assembly, District 39 (Republican)","WHEELER, JIM",19,Douglas
36-Skyland,"State Assembly, District 39 (Republican)","KITE, KELLY",59,Douglas
36-Skyland,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",24,Douglas
36-Skyland,"State Assembly, District 39 (Republican)","WHEELER, JIM",25,Douglas
37-Zephyr Cove,"State Assembly, District 39 (Republican)","KITE, KELLY",42,Douglas
37-Zephyr Cove,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",17,Douglas
37-Zephyr Cove,"State Assembly, District 39 (Republican)","WHEELER, JIM",16,Douglas
38-Round Hill,"State Assembly, District 39 (Republican)","KITE, KELLY",46,Douglas
38-Round Hill,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",20,Douglas
38-Round Hill,"State Assembly, District 39 (Republican)","WHEELER, JIM",25,Douglas
39-Edgewood,"State Assembly, District 39 (Republican)","KITE, KELLY",13,Douglas
39-Edgewood,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",6,Douglas
39-Edgewood,"State Assembly, District 39 (Republican)","WHEELER, JIM",2,Douglas
40-Kingsbury,"State Assembly, District 39 (Republican)","KITE, KELLY",64,Douglas
40-Kingsbury,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",27,Douglas
40-Kingsbury,"State Assembly, District 39 (Republican)","WHEELER, JIM",25,Douglas
41-Daggett,"State Assembly, District 39 (Republican)","KITE, KELLY",25,Douglas
41-Daggett,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",18,Douglas
41-Daggett,"State Assembly, District 39 (Republican)","WHEELER, JIM",22,Douglas
28-Orchard Road,United States Senator (Democratic),"Berkley, Shelley",,Douglas
28-Orchard Road,United States Senator (Democratic),"Brown, Steve",,Douglas
28-Orchard Road,United States Senator (Democratic),"Ellsworth, Barry",,Douglas
28-Orchard Road,United States Senator (Democratic),"Macias, Louis",,Douglas
28-Orchard Road,United States Senator (Democratic),None Of These Candidates,,Douglas
28-Orchard Road,United States Senator (Democratic),"Price, Nancy",,Douglas
39-Edgewood,United States Senator (Democratic),"Berkley, Shelley",,Douglas
39-Edgewood,United States Senator (Democratic),"Brown, Steve",,Douglas
39-Edgewood,United States Senator (Democratic),"Ellsworth, Barry",,Douglas
39-Edgewood,United States Senator (Democratic),"Macias, Louis",,Douglas
39-Edgewood,United States Senator (Democratic),None Of These Candidates,,Douglas
39-Edgewood,United States Senator (Democratic),"Price, Nancy",,Douglas
Precinct 99,United States Senator (Democratic),"Berkley, Shelley",,Douglas
Precinct 99,United States Senator (Democratic),"Brown, Steve",,Douglas
Precinct 99,United States Senator (Democratic),"Ellsworth, Barry",,Douglas
Precinct 99,United States Senator (Democratic),"Macias, Louis",,Douglas
Precinct 99,United States Senator (Democratic),None Of These Candidates,,Douglas
Precinct 99,United States Senator (Democratic),"Price, Nancy",,Douglas
12-Dresslerville,United States Senator (Republican),"Brooks, Sherry",,Douglas
12-Dresslerville,United States Senator (Republican),"Charles, Richard",,Douglas
12-Dresslerville,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Douglas
12-Dresslerville,United States Senator (Republican),"Heller, Dean",,Douglas
12-Dresslerville,United States Senator (Republican),None Of These Candidates,,Douglas
12-Dresslerville,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Douglas
30-East Fork,United States Senator (Republican),"Brooks, Sherry",,Douglas
30-East Fork,United States Senator (Republican),"Charles, Richard",,Douglas
30-East Fork,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Douglas
30-East Fork,United States Senator (Republican),"Heller, Dean",,Douglas
30-East Fork,United States Senator (Republican),None Of These Candidates,,Douglas
30-East Fork,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Douglas
Precinct 99,United States Senator (Republican),"Brooks, Sherry",,Douglas
Precinct 99,United States Senator (Republican),"Charles, Richard",,Douglas
Precinct 99,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Douglas
Precinct 99,United States Senator (Republican),"Heller, Dean",,Douglas
Precinct 99,United States Senator (Republican),None Of These Candidates,,Douglas
Precinct 99,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Douglas
28-Orchard Road,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",,Douglas
28-Orchard Road,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",,Douglas
28-Orchard Road,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",,Douglas
39-Edgewood,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",,Douglas
39-Edgewood,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",,Douglas
39-Edgewood,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",,Douglas
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",,Douglas
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",,Douglas
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",,Douglas
