county,precinct,office,candidate,votes,district
Douglas,35,U.S. House,Janine Hansen,9,2
Douglas,35,U.S. House,Kristen Spees,43,2
Douglas,36,Attorney General,Jonathan Hansen,12,
Douglas,36,Attorney General,Adam Laxalt,190,
Douglas,36,Attorney General,Ross Miller,72,
Douglas,36,Attorney General,None Of These Candidates,2,
Douglas,36,Governor,Robert Goodman,29,
Douglas,36,Governor,None Of These Candidates,2,
Douglas,36,Governor,Brian Sandoval,244,
Douglas,36,Governor,David Vanderbeek,3,
Douglas,36,State House,Al Giordano,47,39
Douglas,36,State House,Jim Wheeler,210,39
Douglas,36,State Senate,James Settelmeyer,240,17
Douglas,36,U.S. House,Mark Amodei,219,2
Douglas,36,U.S. House,Janine Hansen,10,2
Douglas,36,U.S. House,Kristen Spees,46,2
Douglas,37,Attorney General,Jonathan Hansen,16,
Douglas,37,Attorney General,Adam Laxalt,162,
Douglas,37,Attorney General,Ross Miller,88,
Douglas,37,Attorney General,None Of These Candidates,10,
Douglas,37,Governor,Robert Goodman,46,
Douglas,37,Governor,None Of These Candidates,3,
Douglas,37,Governor,Brian Sandoval,216,
Douglas,37,Governor,David Vanderbeek,14,
Douglas,37,State House,Al Giordano,56,39
Douglas,37,State House,Jim Wheeler,193,39
Douglas,37,State Senate,James Settelmeyer,216,17
Douglas,37,U.S. House,Mark Amodei,188,2
Douglas,37,U.S. House,Janine Hansen,17,2
Douglas,37,U.S. House,Kristen Spees,72,2
Douglas,38,Attorney General,Jonathan Hansen,23,
Douglas,38,Attorney General,Adam Laxalt,171,
Douglas,38,Attorney General,Ross Miller,117,
Douglas,38,Attorney General,None Of These Candidates,2,
Douglas,38,Governor,Robert Goodman,60,
Douglas,38,Governor,None Of These Candidates,1,
Douglas,38,Governor,Brian Sandoval,240,
Douglas,38,Governor,David Vanderbeek,14,
Douglas,38,State House,Al Giordano,81,39
Douglas,38,State House,Jim Wheeler,203,39
Douglas,38,State Senate,James Settelmeyer,246,17
Douglas,38,U.S. House,Mark Amodei,201,2
Douglas,38,U.S. House,Janine Hansen,18,2
Douglas,38,U.S. House,Kristen Spees,96,2
Douglas,39,Attorney General,Jonathan Hansen,12,
Douglas,39,Attorney General,Adam Laxalt,33,
Douglas,39,Attorney General,Ross Miller,32,
Douglas,39,Attorney General,None Of These Candidates,2,
Douglas,39,Governor,Robert Goodman,17,
Douglas,39,Governor,None Of These Candidates,2,
Douglas,39,Governor,Brian Sandoval,58,
Douglas,39,Governor,David Vanderbeek,4,
Douglas,39,State House,Al Giordano,31,39
Douglas,39,State House,Jim Wheeler,41,39
Douglas,39,State Senate,James Settelmeyer,51,17
Douglas,39,U.S. House,Mark Amodei,45,2
Douglas,39,U.S. House,Janine Hansen,7,2
Douglas,39,U.S. House,Kristen Spees,28,2
Douglas,40,Attorney General,Jonathan Hansen,31,
Douglas,40,Attorney General,Adam Laxalt,214,
Douglas,40,Attorney General,Ross Miller,183,
Douglas,40,Attorney General,None Of These Candidates,14,
Douglas,40,Governor,Robert Goodman,86,
Douglas,40,Governor,None Of These Candidates,10,
Douglas,40,Governor,Brian Sandoval,337,
Douglas,40,Governor,David Vanderbeek,13,
Douglas,40,State House,Al Giordano,115,39
Douglas,40,State House,Jim Wheeler,278,39
Douglas,40,State Senate,James Settelmeyer,347,17
Douglas,40,U.S. House,Mark Amodei,270,2
Douglas,40,U.S. House,Janine Hansen,29,2
Douglas,40,U.S. House,Kristen Spees,140,2
Douglas,41,Attorney General,Jonathan Hansen,36,
Douglas,41,Attorney General,Adam Laxalt,155,
Douglas,41,Attorney General,Ross Miller,140,
Douglas,41,Attorney General,None Of These Candidates,7,
Douglas,41,Governor,Robert Goodman,83,
Douglas,41,Governor,None Of These Candidates,8,
Douglas,41,Governor,Brian Sandoval,235,
Douglas,41,Governor,David Vanderbeek,14,
Douglas,41,State House,Al Giordano,103,39
Douglas,41,State House,Jim Wheeler,198,39
Douglas,41,State Senate,James Settelmeyer,240,17
Douglas,41,U.S. House,Mark Amodei,191,2
Douglas,41,U.S. House,Janine Hansen,19,2
Douglas,41,U.S. House,Kristen Spees,126,2
Douglas,99,U.S. House,Mark Amodei,0,2
Douglas,99,U.S. House,Janine Hansen,0,2
Douglas,99,U.S. House,Kristen Spees,0,2
Elko,1,Attorney General,Jonathan Hansen,20,
Elko,1,Attorney General,Adam Laxalt,124,
Elko,1,Attorney General,Ross Miller,35,
Elko,1,Attorney General,None Of These Candidates,6,
Elko,1,Governor,Robert Goodman,17,
Elko,1,Governor,None Of These Candidates,8,
Elko,1,Governor,Brian Sandoval,154,
Elko,1,Governor,David Vanderbeek,9,
Elko,1,State House,John Ellison,172,33
Elko,1,U.S. House,Mark Amodei,137,2
Elko,1,U.S. House,Janine Hansen,30,2
Elko,1,U.S. House,Kristen Spees,20,2
Elko,10,Attorney General,Jonathan Hansen,33,
Elko,10,Attorney General,Adam Laxalt,275,
Elko,10,Attorney General,Ross Miller,110,
Elko,10,Attorney General,None Of These Candidates,12,
Elko,10,Governor,Robert Goodman,42,
Elko,10,Governor,None Of These Candidates,17,
Elko,10,Governor,Brian Sandoval,350,
Elko,10,Governor,David Vanderbeek,20,
Elko,10,State House,John Ellison,367,33
Elko,10,U.S. House,Mark Amodei,336,2
Elko,10,U.S. House,Janine Hansen,48,2
Elko,10,U.S. House,Kristen Spees,45,2
Elko,11,Attorney General,Jonathan Hansen,17,
Elko,11,Attorney General,Adam Laxalt,137,
Elko,11,Attorney General,Ross Miller,50,
Elko,11,Attorney General,None Of These Candidates,3,
Elko,11,Governor,Robert Goodman,25,
Elko,11,Governor,None Of These Candidates,3,
Elko,11,Governor,Brian Sandoval,169,
Elko,11,Governor,David Vanderbeek,11,
Elko,11,State House,John Ellison,188,33
Elko,11,U.S. House,Mark Amodei,146,2
Elko,11,U.S. House,Janine Hansen,28,2
Elko,11,U.S. House,Kristen Spees,34,2
Elko,12,Attorney General,Jonathan Hansen,52,
Elko,12,Attorney General,Adam Laxalt,370,
Elko,12,Attorney General,Ross Miller,102,
Elko,12,Attorney General,None Of These Candidates,11,
Elko,12,Governor,Robert Goodman,48,
Elko,12,Governor,None Of These Candidates,14,
Elko,12,Governor,Brian Sandoval,426,
Elko,12,Governor,David Vanderbeek,50,
Elko,12,State House,John Ellison,484,33
Elko,12,U.S. House,Mark Amodei,385,2
Elko,12,U.S. House,Janine Hansen,94,2
Elko,12,U.S. House,Kristen Spees,56,2
Elko,13,Attorney General,Jonathan Hansen,24,
Elko,13,Attorney General,Adam Laxalt,130,
Elko,13,Attorney General,Ross Miller,25,
Elko,13,Attorney General,None Of These Candidates,7,
Elko,13,Governor,Robert Goodman,13,
Elko,13,Governor,None Of These Candidates,5,
Elko,13,Governor,Brian Sandoval,154,
Elko,13,Governor,David Vanderbeek,14,
Elko,13,State House,John Ellison,172,33
Elko,13,U.S. House,Mark Amodei,144,2
Elko,13,U.S. House,Janine Hansen,29,2
Elko,13,U.S. House,Kristen Spees,13,2
Elko,14,Attorney General,Jonathan Hansen,43,
Elko,14,Attorney General,Adam Laxalt,365,
Elko,14,Attorney General,Ross Miller,111,
Elko,14,Attorney General,None Of These Candidates,15,
Elko,14,Governor,Robert Goodman,45,
Elko,14,Governor,None Of These Candidates,10,
Elko,14,Governor,Brian Sandoval,457,
Elko,14,Governor,David Vanderbeek,25,
Elko,14,State House,John Ellison,491,33
Elko,14,U.S. House,Mark Amodei,409,2
Elko,14,U.S. House,Janine Hansen,65,2
Elko,14,U.S. House,Kristen Spees,57,2
Elko,15,Attorney General,Jonathan Hansen,53,
Elko,15,Attorney General,Adam Laxalt,155,
Elko,15,Attorney General,Ross Miller,56,
Elko,15,Attorney General,None Of These Candidates,2,
Elko,15,Governor,Robert Goodman,28,
Elko,15,Governor,None Of These Candidates,2,
Elko,15,Governor,Brian Sandoval,209,
Elko,15,Governor,David Vanderbeek,29,
Elko,15,State House,John Ellison,246,33
Elko,15,U.S. House,Mark Amodei,161,2
Elko,15,U.S. House,Janine Hansen,66,2
Elko,15,U.S. House,Kristen Spees,41,2
Elko,16,Attorney General,Jonathan Hansen,33,
Elko,16,Attorney General,Adam Laxalt,141,
Elko,16,Attorney General,Ross Miller,36,
Elko,16,Attorney General,None Of These Candidates,5,
Elko,16,Governor,Robert Goodman,20,
Elko,16,Governor,None Of These Candidates,4,
Elko,16,Governor,Brian Sandoval,177,
Elko,16,Governor,David Vanderbeek,20,
Elko,16,State House,John Ellison,203,33
Elko,16,U.S. House,Mark Amodei,157,2
Elko,16,U.S. House,Janine Hansen,36,2
Elko,16,U.S. House,Kristen Spees,26,2
Elko,17,Attorney General,Jonathan Hansen,1,
Elko,17,Attorney General,Adam Laxalt,9,
Elko,17,Attorney General,Ross Miller,1,
Elko,17,Attorney General,None Of These Candidates,0,
Elko,17,Governor,Robert Goodman,1,
Elko,17,Governor,None Of These Candidates,1,
Elko,17,Governor,Brian Sandoval,8,
Elko,17,Governor,David Vanderbeek,1,
Elko,17,State House,John Ellison,11,33
Elko,17,U.S. House,Mark Amodei,7,2
Elko,17,U.S. House,Janine Hansen,3,2
Elko,17,U.S. House,Kristen Spees,1,2
Elko,18,Attorney General,Jonathan Hansen,17,
Elko,18,Attorney General,Adam Laxalt,88,
Elko,18,Attorney General,Ross Miller,32,
Elko,18,Attorney General,None Of These Candidates,9,
Elko,18,Governor,Robert Goodman,18,
Elko,18,Governor,None Of These Candidates,4,
Elko,18,Governor,Brian Sandoval,109,
Elko,18,Governor,David Vanderbeek,17,
Elko,18,State House,John Ellison,123,33
Elko,18,U.S. House,Mark Amodei,102,2
Elko,18,U.S. House,Janine Hansen,18,2
Elko,18,U.S. House,Kristen Spees,25,2
Elko,19,Attorney General,Jonathan Hansen,21,
Elko,19,Attorney General,Adam Laxalt,94,
Elko,19,Attorney General,Ross Miller,40,
Elko,19,Attorney General,None Of These Candidates,7,
Elko,19,Governor,Robert Goodman,19,
Elko,19,Governor,None Of These Candidates,5,
Elko,19,Governor,Brian Sandoval,126,
Elko,19,Governor,David Vanderbeek,13,
Elko,19,State House,John Ellison,150,33
Elko,19,U.S. House,Mark Amodei,118,2
Elko,19,U.S. House,Janine Hansen,22,2
Elko,19,U.S. House,Kristen Spees,19,2
Elko,2,Attorney General,Jonathan Hansen,17,
Elko,2,Attorney General,Adam Laxalt,112,
Elko,2,Attorney General,Ross Miller,51,
Elko,2,Attorney General,None Of These Candidates,6,
Elko,2,Governor,Robert Goodman,28,
Elko,2,Governor,None Of These Candidates,5,
Elko,2,Governor,Brian Sandoval,142,
Elko,2,Governor,David Vanderbeek,13,
Elko,2,State House,John Ellison,169,33
Elko,2,U.S. House,Mark Amodei,120,2
Elko,2,U.S. House,Janine Hansen,29,2
Elko,2,U.S. House,Kristen Spees,39,2
Elko,20,Attorney General,Jonathan Hansen,35,
Elko,20,Attorney General,Adam Laxalt,164,
Elko,20,Attorney General,Ross Miller,108,
Elko,20,Attorney General,None Of These Candidates,26,
Elko,20,Governor,Robert Goodman,80,
Elko,20,Governor,None Of These Candidates,27,
Elko,20,Governor,Brian Sandoval,199,
Elko,20,Governor,David Vanderbeek,29,
Elko,20,State House,John Ellison,278,33
Elko,20,U.S. House,Mark Amodei,172,2
Elko,20,U.S. House,Janine Hansen,57,2
Elko,20,U.S. House,Kristen Spees,92,2
Elko,21,Attorney General,Jonathan Hansen,15,
Elko,21,Attorney General,Adam Laxalt,27,
Elko,21,Attorney General,Ross Miller,21,
Elko,21,Attorney General,None Of These Candidates,3,
Elko,21,Governor,Robert Goodman,17,
Elko,21,Governor,None Of These Candidates,5,
Elko,21,Governor,Brian Sandoval,35,
Elko,21,Governor,David Vanderbeek,10,
Elko,21,State House,John Ellison,51,33
Elko,21,U.S. House,Mark Amodei,24,2
Elko,21,U.S. House,Janine Hansen,25,2
Elko,21,U.S. House,Kristen Spees,16,2
Elko,22,Attorney General,Jonathan Hansen,72,
Elko,22,Attorney General,Adam Laxalt,418,
Elko,22,Attorney General,Ross Miller,118,
Elko,22,Attorney General,None Of These Candidates,13,
Elko,22,Governor,Robert Goodman,70,
Elko,22,Governor,None Of These Candidates,12,
Elko,22,Governor,Brian Sandoval,493,
Elko,22,Governor,David Vanderbeek,49,
Elko,22,State House,John Ellison,549,33
Elko,22,U.S. House,Mark Amodei,453,2
Elko,22,U.S. House,Janine Hansen,95,2
Elko,22,U.S. House,Kristen Spees,73,2
Elko,23,Attorney General,Jonathan Hansen,76,
Elko,23,Attorney General,Adam Laxalt,392,
Elko,23,Attorney General,Ross Miller,116,
Elko,23,Attorney General,None Of These Candidates,10,
Elko,23,Governor,Robert Goodman,66,
Elko,23,Governor,None Of These Candidates,9,
Elko,23,Governor,Brian Sandoval,477,
Elko,23,Governor,David Vanderbeek,44,
Elko,23,State House,John Ellison,522,33
Elko,23,U.S. House,Mark Amodei,428,2
Elko,23,U.S. House,Janine Hansen,90,2
Elko,23,U.S. House,Kristen Spees,77,2
Elko,24,Attorney General,Jonathan Hansen,39,
Elko,24,Attorney General,Adam Laxalt,273,
Elko,24,Attorney General,Ross Miller,65,
Elko,24,Attorney General,None Of These Candidates,4,
Elko,24,Governor,Robert Goodman,33,
Elko,24,Governor,None Of These Candidates,10,
Elko,24,Governor,Brian Sandoval,317,
Elko,24,Governor,David Vanderbeek,24,
Elko,24,State House,John Ellison,359,33
Elko,24,U.S. House,Mark Amodei,298,2
Elko,24,U.S. House,Janine Hansen,49,2
Elko,24,U.S. House,Kristen Spees,36,2
Elko,25,Attorney General,Jonathan Hansen,40,
Elko,25,Attorney General,Adam Laxalt,257,
Elko,25,Attorney General,Ross Miller,55,
Elko,25,Attorney General,None Of These Candidates,15,
Elko,25,Governor,Robert Goodman,46,
Elko,25,Governor,None Of These Candidates,6,
Elko,25,Governor,Brian Sandoval,281,
Elko,25,Governor,David Vanderbeek,34,
Elko,25,State House,John Ellison,328,33
Elko,25,U.S. House,Mark Amodei,277,2
Elko,25,U.S. House,Janine Hansen,44,2
Elko,25,U.S. House,Kristen Spees,45,2
Elko,26,Attorney General,Jonathan Hansen,29,
Elko,26,Attorney General,Adam Laxalt,267,
Elko,26,Attorney General,Ross Miller,63,
Elko,26,Attorney General,None Of These Candidates,8,
Elko,26,Governor,Robert Goodman,34,
Elko,26,Governor,None Of These Candidates,7,
Elko,26,Governor,Brian Sandoval,311,
Elko,26,Governor,David Vanderbeek,15,
Elko,26,State House,John Ellison,317,33
Elko,26,U.S. House,Mark Amodei,282,2
Elko,26,U.S. House,Janine Hansen,47,2
Elko,26,U.S. House,Kristen Spees,36,2
Elko,27,Attorney General,Jonathan Hansen,23,
Elko,27,Attorney General,Adam Laxalt,151,
Elko,27,Attorney General,Ross Miller,28,
Elko,27,Attorney General,None Of These Candidates,4,
Elko,27,Governor,Robert Goodman,11,
Elko,27,Governor,None Of These Candidates,3,
Elko,27,Governor,Brian Sandoval,174,
Elko,27,Governor,David Vanderbeek,18,
Elko,27,State House,John Ellison,180,33
Elko,27,U.S. House,Mark Amodei,157,2
Elko,27,U.S. House,Janine Hansen,36,2
Elko,27,U.S. House,Kristen Spees,13,2
Elko,28,Attorney General,Jonathan Hansen,6,
Elko,28,Attorney General,Adam Laxalt,33,
Elko,28,Attorney General,Ross Miller,11,
Elko,28,Attorney General,None Of These Candidates,3,
Elko,28,Governor,Robert Goodman,3,
Elko,28,Governor,None Of These Candidates,2,
Elko,28,Governor,Brian Sandoval,43,
Elko,28,Governor,David Vanderbeek,6,
Elko,28,State House,John Ellison,45,33
Elko,28,U.S. House,Mark Amodei,44,2
Elko,28,U.S. House,Janine Hansen,7,2
Elko,28,U.S. House,Kristen Spees,3,2
Elko,29,Attorney General,Jonathan Hansen,10,
Elko,29,Attorney General,Adam Laxalt,12,
Elko,29,Attorney General,Ross Miller,32,
Elko,29,Attorney General,None Of These Candidates,1,
Elko,29,Governor,Robert Goodman,27,
Elko,29,Governor,None Of These Candidates,5,
Elko,29,Governor,Brian Sandoval,20,
Elko,29,Governor,David Vanderbeek,4,
Elko,29,State House,John Ellison,42,33
Elko,29,U.S. House,Mark Amodei,11,2
Elko,29,U.S. House,Janine Hansen,9,2
Elko,29,U.S. House,Kristen Spees,37,2
Elko,3,Attorney General,Jonathan Hansen,32,
Elko,3,Attorney General,Adam Laxalt,187,
Elko,3,Attorney General,Ross Miller,93,
Elko,3,Attorney General,None Of These Candidates,7,
Elko,3,Governor,Robert Goodman,37,
Elko,3,Governor,None Of These Candidates,21,
Elko,3,Governor,Brian Sandoval,239,
Elko,3,Governor,David Vanderbeek,21,
Elko,3,State House,John Ellison,273,33
Elko,3,U.S. House,Mark Amodei,216,2
Elko,3,U.S. House,Janine Hansen,44,2
Elko,3,U.S. House,Kristen Spees,51,2
Elko,30,Attorney General,Jonathan Hansen,5,
Elko,30,Attorney General,Adam Laxalt,36,
Elko,30,Attorney General,Ross Miller,3,
Elko,30,Attorney General,None Of These Candidates,1,
Elko,30,Governor,Robert Goodman,1,
Elko,30,Governor,None Of These Candidates,3,
Elko,30,Governor,Brian Sandoval,35,
Elko,30,Governor,David Vanderbeek,7,
Elko,30,State House,John Ellison,38,33
Elko,30,U.S. House,Mark Amodei,37,2
Elko,30,U.S. House,Janine Hansen,6,2
Elko,30,U.S. House,Kristen Spees,2,2
Elko,31,Attorney General,Jonathan Hansen,3,
Elko,31,Attorney General,Adam Laxalt,18,
Elko,31,Attorney General,Ross Miller,6,
Elko,31,Attorney General,None Of These Candidates,2,
Elko,31,Governor,Robert Goodman,4,
Elko,31,Governor,None Of These Candidates,0,
Elko,31,Governor,Brian Sandoval,23,
Elko,31,Governor,David Vanderbeek,2,
Elko,31,State House,John Ellison,23,33
Elko,31,U.S. House,Mark Amodei,20,2
Elko,31,U.S. House,Janine Hansen,4,2
Elko,31,U.S. House,Kristen Spees,3,2
Elko,32,Attorney General,Jonathan Hansen,61,
Elko,32,Attorney General,Adam Laxalt,232,
Elko,32,Attorney General,Ross Miller,44,
Elko,32,Attorney General,None Of These Candidates,5,
Elko,32,Governor,Robert Goodman,20,
Elko,32,Governor,None Of These Candidates,8,
Elko,32,Governor,Brian Sandoval,260,
Elko,32,Governor,David Vanderbeek,53,
Elko,32,State House,John Ellison,322,33
Elko,32,U.S. House,Mark Amodei,242,2
Elko,32,U.S. House,Janine Hansen,77,2
Elko,32,U.S. House,Kristen Spees,23,2
Elko,33,Attorney General,Jonathan Hansen,10,
Elko,33,Attorney General,Adam Laxalt,48,
Elko,33,Attorney General,Ross Miller,18,
Elko,33,Attorney General,None Of These Candidates,0,
Elko,33,Governor,Robert Goodman,8,
Elko,33,Governor,None Of These Candidates,2,
Elko,33,Governor,Brian Sandoval,58,
Elko,33,Governor,David Vanderbeek,9,
Elko,33,State House,John Ellison,67,33
Elko,33,U.S. House,Mark Amodei,54,2
Elko,33,U.S. House,Janine Hansen,15,2
Elko,33,U.S. House,Kristen Spees,7,2
Elko,34,Attorney General,Jonathan Hansen,13,
Elko,34,Attorney General,Adam Laxalt,68,
Elko,34,Attorney General,Ross Miller,13,
Elko,34,Attorney General,None Of These Candidates,2,
Elko,34,Governor,Robert Goodman,9,
Elko,34,Governor,None Of These Candidates,5,
Elko,34,Governor,Brian Sandoval,77,
Elko,34,Governor,David Vanderbeek,4,
Elko,34,State House,John Ellison,81,33
Elko,34,U.S. House,Mark Amodei,72,2
Elko,34,U.S. House,Janine Hansen,9,2
Elko,34,U.S. House,Kristen Spees,10,2
Elko,35,Attorney General,Jonathan Hansen,10,
Elko,35,Attorney General,Adam Laxalt,65,
Elko,35,Attorney General,Ross Miller,5,
Elko,35,Attorney General,None Of These Candidates,3,
Elko,35,Governor,Robert Goodman,5,
Elko,35,Governor,None Of These Candidates,4,
Elko,35,Governor,Brian Sandoval,68,
Elko,35,Governor,David Vanderbeek,7,
Elko,35,State House,John Ellison,65,33
Elko,35,U.S. House,Mark Amodei,59,2
Elko,35,U.S. House,Janine Hansen,20,2
Elko,35,U.S. House,Kristen Spees,5,2
Elko,36,Attorney General,Jonathan Hansen,9,
Elko,36,Attorney General,Adam Laxalt,52,
Elko,36,Attorney General,Ross Miller,22,
Elko,36,Attorney General,None Of These Candidates,3,
Elko,36,Governor,Robert Goodman,12,
Elko,36,Governor,None Of These Candidates,3,
Elko,36,Governor,Brian Sandoval,64,
Elko,36,Governor,David Vanderbeek,5,
Elko,36,State House,John Ellison,79,33
Elko,36,U.S. House,Mark Amodei,58,2
Elko,36,U.S. House,Janine Hansen,11,2
Elko,36,U.S. House,Kristen Spees,15,2
Elko,37,Attorney General,Jonathan Hansen,12,
Elko,37,Attorney General,Adam Laxalt,31,
Elko,37,Attorney General,Ross Miller,10,
Elko,37,Attorney General,None Of These Candidates,3,
Elko,37,Governor,Robert Goodman,9,
Elko,37,Governor,None Of These Candidates,3,
Elko,37,Governor,Brian Sandoval,39,
Elko,37,Governor,David Vanderbeek,5,
Elko,37,State House,John Ellison,48,33
Elko,37,U.S. House,Mark Amodei,30,2
Elko,37,U.S. House,Janine Hansen,15,2
Elko,37,U.S. House,Kristen Spees,10,2
Elko,38,Attorney General,Jonathan Hansen,11,
Elko,38,Attorney General,Adam Laxalt,19,
Elko,38,Attorney General,Ross Miller,26,
Elko,38,Attorney General,None Of These Candidates,4,
Elko,38,Governor,Robert Goodman,26,
Elko,38,Governor,None Of These Candidates,2,
Elko,38,Governor,Brian Sandoval,23,
Elko,38,Governor,David Vanderbeek,9,
Elko,38,State House,John Ellison,50,33
Elko,38,U.S. House,Mark Amodei,21,2
Elko,38,U.S. House,Janine Hansen,14,2
Elko,38,U.S. House,Kristen Spees,24,2
Elko,39,Attorney General,Jonathan Hansen,19,
Elko,39,Attorney General,Adam Laxalt,30,
Elko,39,Attorney General,Ross Miller,15,
Elko,39,Attorney General,None Of These Candidates,0,
Elko,39,Governor,Robert Goodman,10,
Elko,39,Governor,None Of These Candidates,1,
Elko,39,Governor,Brian Sandoval,37,
Elko,39,Governor,David Vanderbeek,15,
Elko,39,State House,John Ellison,54,33
Elko,39,U.S. House,Mark Amodei,29,2
Elko,39,U.S. House,Janine Hansen,23,2
Elko,39,U.S. House,Kristen Spees,10,2
Elko,4,Attorney General,Jonathan Hansen,31,
Elko,4,Attorney General,Adam Laxalt,175,
Elko,4,Attorney General,Ross Miller,85,
Elko,4,Attorney General,None Of These Candidates,6,
Elko,4,Governor,Robert Goodman,44,
Elko,4,Governor,None Of These Candidates,16,
Elko,4,Governor,Brian Sandoval,227,
Elko,4,Governor,David Vanderbeek,14,
Elko,4,State House,John Ellison,246,33
Elko,4,U.S. House,Mark Amodei,201,2
Elko,4,U.S. House,Janine Hansen,40,2
Elko,4,U.S. House,Kristen Spees,57,2
Elko,40,Attorney General,Jonathan Hansen,39,
Elko,40,Attorney General,Adam Laxalt,416,
Elko,40,Attorney General,Ross Miller,90,
Elko,40,Attorney General,None Of These Candidates,10,
Elko,40,Governor,Robert Goodman,52,
Elko,40,Governor,None Of These Candidates,9,
Elko,40,Governor,Brian Sandoval,468,
Elko,40,Governor,David Vanderbeek,28,
Elko,40,State House,John Ellison,511,33
Elko,40,U.S. House,Mark Amodei,432,2
Elko,40,U.S. House,Janine Hansen,58,2
Elko,40,U.S. House,Kristen Spees,67,2
Elko,41,Attorney General,Jonathan Hansen,52,
Elko,41,Attorney General,Adam Laxalt,348,
Elko,41,Attorney General,Ross Miller,100,
Elko,41,Attorney General,None Of These Candidates,15,
Elko,41,Governor,Robert Goodman,41,
Elko,41,Governor,None Of These Candidates,13,
Elko,41,Governor,Brian Sandoval,427,
Elko,41,Governor,David Vanderbeek,34,
Elko,41,State House,John Ellison,465,33
Elko,41,U.S. House,Mark Amodei,405,2
Elko,41,U.S. House,Janine Hansen,59,2
Elko,41,U.S. House,Kristen Spees,49,2
Elko,5,Attorney General,Jonathan Hansen,26,
Elko,5,Attorney General,Adam Laxalt,196,
Elko,5,Attorney General,Ross Miller,71,
Elko,5,Attorney General,None Of These Candidates,10,
Elko,5,Governor,Robert Goodman,28,
Elko,5,Governor,None Of These Candidates,12,
Elko,5,Governor,Brian Sandoval,244,
Elko,5,Governor,David Vanderbeek,21,
Elko,5,State House,John Ellison,253,33
Elko,5,U.S. House,Mark Amodei,230,2
Elko,5,U.S. House,Janine Hansen,38,2
Elko,5,U.S. House,Kristen Spees,36,2
Elko,6,Attorney General,Jonathan Hansen,28,
Elko,6,Attorney General,Adam Laxalt,164,
Elko,6,Attorney General,Ross Miller,56,
Elko,6,Attorney General,None Of These Candidates,5,
Elko,6,Governor,Robert Goodman,24,
Elko,6,Governor,None Of These Candidates,6,
Elko,6,Governor,Brian Sandoval,210,
Elko,6,Governor,David Vanderbeek,16,
Elko,6,State House,John Ellison,240,33
Elko,6,U.S. House,Mark Amodei,169,2
Elko,6,U.S. House,Janine Hansen,45,2
Elko,6,U.S. House,Kristen Spees,41,2
Elko,7,Attorney General,Jonathan Hansen,15,
Elko,7,Attorney General,Adam Laxalt,184,
Elko,7,Attorney General,Ross Miller,40,
Elko,7,Attorney General,None Of These Candidates,11,
Elko,7,Governor,Robert Goodman,16,
Elko,7,Governor,None Of These Candidates,12,
Elko,7,Governor,Brian Sandoval,214,
Elko,7,Governor,David Vanderbeek,10,
Elko,7,State House,John Ellison,224,33
Elko,7,U.S. House,Mark Amodei,201,2
Elko,7,U.S. House,Janine Hansen,27,2
Elko,7,U.S. House,Kristen Spees,23,2
Elko,8,Attorney General,Jonathan Hansen,27,
Elko,8,Attorney General,Adam Laxalt,233,
Elko,8,Attorney General,Ross Miller,105,
Elko,8,Attorney General,None Of These Candidates,10,
Elko,8,Governor,Robert Goodman,50,
Elko,8,Governor,None Of These Candidates,4,
Elko,8,Governor,Brian Sandoval,307,
Elko,8,Governor,David Vanderbeek,15,
Elko,8,State House,John Ellison,327,33
Elko,8,U.S. House,Mark Amodei,285,2
Elko,8,U.S. House,Janine Hansen,40,2
Elko,8,U.S. House,Kristen Spees,47,2
Elko,9,Attorney General,Jonathan Hansen,24,
Elko,9,Attorney General,Adam Laxalt,145,
Elko,9,Attorney General,Ross Miller,67,
Elko,9,Attorney General,None Of These Candidates,7,
Elko,9,Governor,Robert Goodman,32,
Elko,9,Governor,None Of These Candidates,9,
Elko,9,Governor,Brian Sandoval,187,
Elko,9,Governor,David Vanderbeek,16,
Elko,9,State House,John Ellison,225,33
Elko,9,U.S. House,Mark Amodei,170,2
Elko,9,U.S. House,Janine Hansen,32,2
Elko,9,U.S. House,Kristen Spees,41,2
Elko,99,U.S. House,Mark Amodei,,2
Elko,99,U.S. House,Janine Hansen,,2
Elko,99,U.S. House,Kristen Spees,,2
Esmeralda,1,Attorney General,Jonathan Hansen,20,
Esmeralda,1,Attorney General,Adam Laxalt,86,
Esmeralda,1,Attorney General,Ross Miller,33,
Esmeralda,1,Attorney General,None Of These Candidates,7,
Esmeralda,1,Governor,Robert Goodman,21,
Esmeralda,1,Governor,None Of These Candidates,7,
Esmeralda,1,Governor,Brian Sandoval,108,
Esmeralda,1,Governor,David Vanderbeek,14,
Esmeralda,1,State House,Louis Gabriel,17,32
Esmeralda,1,State House,Ira Hansen,96,32
Esmeralda,1,State House,John Sampaga,29,32
Esmeralda,1,State Senate,Don Gustavson,105,14
Esmeralda,1,State Senate,Joe Hunt,36,14
Esmeralda,1,U.S. House,Russell Best,13,4
Esmeralda,1,U.S. House,Steve Brown,9,4
Esmeralda,1,U.S. House,Cresent Hardy,85,4
Esmeralda,1,U.S. House,Steven Horsford,39,4
Esmeralda,2,Attorney General,Jonathan Hansen,0,
Esmeralda,2,Attorney General,Adam Laxalt,30,
Esmeralda,2,Attorney General,Ross Miller,8,
Esmeralda,2,Attorney General,None Of These Candidates,1,
Esmeralda,2,Governor,Robert Goodman,3,
Esmeralda,2,Governor,None Of These Candidates,3,
