county,precinct,office,candidate,votes,district
Clark,632,U.S. Senate,Harry Reid,468,
Clark,632,U.S. Senate,Richard Ziser,127,
Clark,632,U.S. Senate,Thomas Hurst,8,
Clark,633,President,David Cobb,1,
Clark,633,President,George Bush,48,
Clark,633,President,John Kerry,87,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,1,
Clark,633,President,None Of These Candidates,1,
Clark,633,President,Ralph Nader,2,
Clark,633,State House,Charles Schneider,7,6
Clark,633,State House,Cornell Clark,30,6
Clark,633,State House,Harvey Munford,91,6
Clark,633,State House,Robert Petersen,2,6
Clark,633,State Senate,Leo Davenport,44,3
Clark,633,State Senate,Valerie Wiener,88,3
Clark,633,U.S. House,Shelley Berkley,102,1
Clark,633,U.S. House,Jim Duensing,1,1
Clark,633,U.S. House,Russ Mickelson,29,1
Clark,633,U.S. Senate,David Schumann,1,
Clark,633,U.S. Senate,Gary Marinch,0,
Clark,633,U.S. Senate,None Of These Candidates,2,
Clark,633,U.S. Senate,Harry Reid,104,
Clark,633,U.S. Senate,Richard Ziser,27,
Clark,633,U.S. Senate,Thomas Hurst,2,
Clark,633,President,David Cobb,0,
Clark,633,President,George Bush,51,
Clark,633,President,John Kerry,57,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,0,
Clark,633,President,None Of These Candidates,0,
Clark,633,President,Ralph Nader,0,
Clark,633,State House,William Horne,84,34
Clark,633,State Senate,Leo Davenport,52,3
Clark,633,State Senate,Valerie Wiener,52,3
Clark,633,U.S. House,Shelley Berkley,70,1
Clark,633,U.S. House,Jim Duensing,3,1
Clark,633,U.S. House,Russ Mickelson,33,1
Clark,633,U.S. Senate,David Schumann,1,
Clark,633,U.S. Senate,Gary Marinch,1,
Clark,633,U.S. Senate,None Of These Candidates,0,
Clark,633,U.S. Senate,Harry Reid,72,
Clark,633,U.S. Senate,Richard Ziser,32,
Clark,633,U.S. Senate,Thomas Hurst,0,
Clark,633,President,David Cobb,0,
Clark,633,President,George Bush,329,
Clark,633,President,John Kerry,395,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,4,
Clark,633,President,None Of These Candidates,4,
Clark,633,President,Ralph Nader,7,
Clark,633,State House,William Horne,521,34
Clark,633,State Senate,Steven Horsford,427,4
Clark,633,State Senate,Mabel Lucier,251,4
Clark,633,U.S. House,Shelley Berkley,449,1
Clark,633,U.S. House,Jim Duensing,18,1
Clark,633,U.S. House,Russ Mickelson,242,1
Clark,633,U.S. Senate,David Schumann,2,
Clark,633,U.S. Senate,Gary Marinch,3,
Clark,633,U.S. Senate,None Of These Candidates,10,
Clark,633,U.S. Senate,Harry Reid,469,
Clark,633,U.S. Senate,Richard Ziser,239,
Clark,633,U.S. Senate,Thomas Hurst,6,
Clark,633,President,David Cobb,0,
Clark,633,President,George Bush,162,
Clark,633,President,John Kerry,297,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,4,
Clark,633,President,None Of These Candidates,1,
Clark,633,President,Ralph Nader,6,
Clark,633,State House,William Horne,356,34
Clark,633,State Senate,Steven Horsford,302,4
Clark,633,State Senate,Mabel Lucier,112,4
Clark,633,U.S. House,Shelley Berkley,313,1
Clark,633,U.S. House,Jim Duensing,15,1
Clark,633,U.S. House,Russ Mickelson,109,1
Clark,633,U.S. Senate,David Schumann,2,
Clark,633,U.S. Senate,Gary Marinch,0,
Clark,633,U.S. Senate,None Of These Candidates,8,
Clark,633,U.S. Senate,Harry Reid,338,
Clark,633,U.S. Senate,Richard Ziser,97,
Clark,633,U.S. Senate,Thomas Hurst,4,
Clark,633,President,David Cobb,1,
Clark,633,President,George Bush,253,
Clark,633,President,John Kerry,373,
Clark,633,President,Michael Peroutka,1,
Clark,633,President,Michael Badnarik,4,
Clark,633,President,None Of These Candidates,4,
Clark,633,President,Ralph Nader,8,
Clark,633,State House,William Horne,476,34
Clark,633,State Senate,Leo Davenport,231,3
Clark,633,State Senate,Valerie Wiener,345,3
Clark,633,U.S. House,Shelley Berkley,388,1
Clark,633,U.S. House,Jim Duensing,25,1
Clark,633,U.S. House,Russ Mickelson,179,1
Clark,633,U.S. Senate,David Schumann,7,
Clark,633,U.S. Senate,Gary Marinch,3,
Clark,633,U.S. Senate,None Of These Candidates,12,
Clark,633,U.S. Senate,Harry Reid,424,
Clark,633,U.S. Senate,Richard Ziser,164,
Clark,633,U.S. Senate,Thomas Hurst,13,
Clark,633,President,David Cobb,0,
Clark,633,President,George Bush,33,
Clark,633,President,John Kerry,30,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,1,
Clark,633,President,None Of These Candidates,0,
Clark,633,President,Ralph Nader,1,
Clark,633,State House,William Horne,44,34
Clark,633,State Senate,Leo Davenport,31,3
Clark,633,State Senate,Valerie Wiener,31,3
Clark,633,U.S. House,Shelley Berkley,33,1
Clark,633,U.S. House,Jim Duensing,4,1
Clark,633,U.S. House,Russ Mickelson,26,1
Clark,633,U.S. Senate,David Schumann,1,
Clark,633,U.S. Senate,Gary Marinch,0,
Clark,633,U.S. Senate,None Of These Candidates,1,
Clark,633,U.S. Senate,Harry Reid,37,
Clark,633,U.S. Senate,Richard Ziser,24,
Clark,633,U.S. Senate,Thomas Hurst,1,
Clark,633,President,David Cobb,0,
Clark,633,President,George Bush,0,
Clark,633,President,John Kerry,0,
Clark,633,President,Michael Peroutka,0,
Clark,633,President,Michael Badnarik,0,
Clark,633,President,None Of These Candidates,0,
Clark,633,President,Ralph Nader,0,
Clark,633,State House,Charles Schneider,0,6
Clark,633,State House,Cornell Clark,0,6
Clark,633,State House,Harvey Munford,0,6
Clark,633,State House,Robert Petersen,0,6
Clark,633,State Senate,Steven Horsford,0,4
Clark,633,State Senate,Mabel Lucier,0,4
Clark,633,U.S. House,Shelley Berkley,0,1
Clark,633,U.S. House,Jim Duensing,0,1
Clark,633,U.S. House,Russ Mickelson,0,1
Clark,633,U.S. Senate,David Schumann,0,
Clark,633,U.S. Senate,Gary Marinch,0,
Clark,633,U.S. Senate,None Of These Candidates,0,
Clark,633,U.S. Senate,Harry Reid,0,
Clark,633,U.S. Senate,Richard Ziser,0,
Clark,633,U.S. Senate,Thomas Hurst,0,
Clark,634,President,David Cobb,0,
Clark,634,President,George Bush,230,
Clark,634,President,John Kerry,301,
Clark,634,President,Michael Peroutka,1,
Clark,634,President,Michael Badnarik,1,
Clark,634,President,None Of These Candidates,1,
Clark,634,President,Ralph Nader,6,
Clark,634,State House,Marcus Conklin,277,37
Clark,634,State House,Sandra Vitolo,224,37
Clark,634,State Senate,Leo Davenport,190,3
Clark,634,State Senate,Valerie Wiener,312,3
Clark,634,U.S. House,Shelley Berkley,346,1
Clark,634,U.S. House,Jim Duensing,8,1
Clark,634,U.S. House,Russ Mickelson,161,1
Clark,634,U.S. Senate,David Schumann,0,
Clark,634,U.S. Senate,Gary Marinch,1,
Clark,634,U.S. Senate,None Of These Candidates,9,
Clark,634,U.S. Senate,Harry Reid,369,
Clark,634,U.S. Senate,Richard Ziser,147,
Clark,634,U.S. Senate,Thomas Hurst,4,
Clark,634,President,David Cobb,1,
Clark,634,President,George Bush,193,
Clark,634,President,John Kerry,265,
Clark,634,President,Michael Peroutka,0,
Clark,634,President,Michael Badnarik,1,
Clark,634,President,None Of These Candidates,1,
Clark,634,President,Ralph Nader,4,
Clark,634,State House,Marcus Conklin,241,37
Clark,634,State House,Sandra Vitolo,185,37
Clark,634,State Senate,Leo Davenport,170,3
Clark,634,State Senate,Valerie Wiener,257,3
Clark,634,U.S. House,Shelley Berkley,302,1
Clark,634,U.S. House,Jim Duensing,11,1
Clark,634,U.S. House,Russ Mickelson,128,1
Clark,634,U.S. Senate,David Schumann,1,
Clark,634,U.S. Senate,Gary Marinch,1,
Clark,634,U.S. Senate,None Of These Candidates,11,
Clark,634,U.S. Senate,Harry Reid,327,
Clark,634,U.S. Senate,Richard Ziser,113,
Clark,634,U.S. Senate,Thomas Hurst,5,
Clark,634,President,David Cobb,0,
Clark,634,President,George Bush,343,
Clark,634,President,John Kerry,537,
Clark,634,President,Michael Peroutka,1,
Clark,634,President,Michael Badnarik,6,
Clark,634,President,None Of These Candidates,3,
Clark,634,President,Ralph Nader,5,
Clark,634,State House,Marcus Conklin,492,37
Clark,634,State House,Sandra Vitolo,336,37
Clark,634,State Senate,Leo Davenport,291,3
Clark,634,State Senate,Valerie Wiener,536,3
Clark,634,U.S. House,Shelley Berkley,586,1
Clark,634,U.S. House,Jim Duensing,33,1
Clark,634,U.S. House,Russ Mickelson,215,1
Clark,634,U.S. Senate,David Schumann,7,
Clark,634,U.S. Senate,Gary Marinch,1,
Clark,634,U.S. Senate,None Of These Candidates,24,
Clark,634,U.S. Senate,Harry Reid,621,
Clark,634,U.S. Senate,Richard Ziser,202,
Clark,634,U.S. Senate,Thomas Hurst,15,
Clark,634,President,David Cobb,0,
Clark,634,President,George Bush,346,
Clark,634,President,John Kerry,488,
Clark,634,President,Michael Peroutka,1,
Clark,634,President,Michael Badnarik,8,
Clark,634,President,None Of These Candidates,8,
Clark,634,President,Ralph Nader,4,
Clark,634,State House,William Horne,657,34
Clark,634,State Senate,Leo Davenport,308,3
Clark,634,State Senate,Valerie Wiener,492,3
Clark,634,U.S. House,Shelley Berkley,540,1
Clark,634,U.S. House,Jim Duensing,33,1
Clark,634,U.S. House,Russ Mickelson,234,1
Clark,634,U.S. Senate,David Schumann,5,
Clark,634,U.S. Senate,Gary Marinch,1,
Clark,634,U.S. Senate,None Of These Candidates,12,
Clark,634,U.S. Senate,Harry Reid,584,
Clark,634,U.S. Senate,Richard Ziser,211,
Clark,634,U.S. Senate,Thomas Hurst,20,
Clark,634,President,David Cobb,0,
Clark,634,President,George Bush,275,
Clark,634,President,John Kerry,351,
Clark,634,President,Michael Peroutka,0,
Clark,634,President,Michael Badnarik,3,
Clark,634,President,None Of These Candidates,4,
Clark,634,President,Ralph Nader,7,
Clark,634,State House,William Horne,496,34
Clark,634,State Senate,Leo Davenport,231,3
Clark,634,State Senate,Valerie Wiener,369,3
Clark,634,U.S. House,Shelley Berkley,388,1
Clark,634,U.S. House,Jim Duensing,23,1
Clark,634,U.S. House,Russ Mickelson,207,1
Clark,634,U.S. Senate,David Schumann,1,
Clark,634,U.S. Senate,Gary Marinch,2,
Clark,634,U.S. Senate,None Of These Candidates,16,
Clark,634,U.S. Senate,Harry Reid,419,
Clark,634,U.S. Senate,Richard Ziser,182,
Clark,634,U.S. Senate,Thomas Hurst,10,
Clark,634,President,David Cobb,2,
Clark,634,President,George Bush,162,
Clark,634,President,John Kerry,190,
Clark,634,President,Michael Peroutka,0,
Clark,634,President,Michael Badnarik,0,
Clark,634,President,None Of These Candidates,0,
Clark,634,President,Ralph Nader,2,
Clark,634,State House,William Horne,244,34
Clark,634,State Senate,Leo Davenport,135,3
Clark,634,State Senate,Valerie Wiener,201,3
Clark,634,U.S. House,Shelley Berkley,217,1
Clark,634,U.S. House,Jim Duensing,14,1
Clark,634,U.S. House,Russ Mickelson,111,1
Clark,634,U.S. Senate,David Schumann,1,
Clark,634,U.S. Senate,Gary Marinch,1,
Clark,634,U.S. Senate,None Of These Candidates,5,
Clark,634,U.S. Senate,Harry Reid,218,
Clark,634,U.S. Senate,Richard Ziser,120,
Clark,634,U.S. Senate,Thomas Hurst,7,
Clark,635,President,David Cobb,1,
Clark,635,President,George Bush,176,
Clark,635,President,John Kerry,292,
Clark,635,President,Michael Peroutka,0,
Clark,635,President,Michael Badnarik,7,
Clark,635,President,None Of These Candidates,2,
Clark,635,President,Ralph Nader,2,
Clark,635,State House,William Horne,365,34
Clark,635,State Senate,Leo Davenport,145,3
Clark,635,State Senate,Valerie Wiener,297,3
Clark,635,U.S. House,Shelley Berkley,325,1
Clark,635,U.S. House,Jim Duensing,8,1
Clark,635,U.S. House,Russ Mickelson,119,1
Clark,635,U.S. Senate,David Schumann,0,
Clark,635,U.S. Senate,Gary Marinch,1,
Clark,635,U.S. Senate,None Of These Candidates,7,
Clark,635,U.S. Senate,Harry Reid,351,
Clark,635,U.S. Senate,Richard Ziser,108,
Clark,635,U.S. Senate,Thomas Hurst,4,
Clark,635,President,David Cobb,2,
Clark,635,President,George Bush,153,
Clark,635,President,John Kerry,275,
Clark,635,President,Michael Peroutka,1,
Clark,635,President,Michael Badnarik,2,
Clark,635,President,None Of These Candidates,1,
Clark,635,President,Ralph Nader,2,
Clark,635,State House,William Horne,316,34
Clark,635,State Senate,Leo Davenport,145,3
Clark,635,State Senate,Valerie Wiener,248,3
Clark,635,U.S. House,Shelley Berkley,296,1
Clark,635,U.S. House,Jim Duensing,15,1
Clark,635,U.S. House,Russ Mickelson,99,1
Clark,635,U.S. Senate,David Schumann,5,
Clark,635,U.S. Senate,Gary Marinch,0,
Clark,635,U.S. Senate,None Of These Candidates,7,
Clark,635,U.S. Senate,Harry Reid,327,
Clark,635,U.S. Senate,Richard Ziser,83,
Clark,635,U.S. Senate,Thomas Hurst,3,
Clark,635,President,David Cobb,1,
Clark,635,President,George Bush,254,
Clark,635,President,John Kerry,429,
Clark,635,President,Michael Peroutka,0,
Clark,635,President,Michael Badnarik,3,
Clark,635,President,None Of These Candidates,4,
Clark,635,President,Ralph Nader,1,
Clark,635,State House,Brian Packer,216,3
Clark,635,State House,Clint Barker,16,3
Clark,635,State House,Peggy Pierce,402,3
Clark,635,State Senate,Leo Davenport,226,3
Clark,635,State Senate,Valerie Wiener,405,3
Clark,635,U.S. House,Shelley Berkley,461,1
Clark,635,U.S. House,Jim Duensing,14,1
Clark,635,U.S. House,Russ Mickelson,171,1
Clark,635,U.S. Senate,David Schumann,2,
Clark,635,U.S. Senate,Gary Marinch,3,
Clark,635,U.S. Senate,None Of These Candidates,6,
Clark,635,U.S. Senate,Harry Reid,487,
Clark,635,U.S. Senate,Richard Ziser,164,
Clark,635,U.S. Senate,Thomas Hurst,8,
Clark,635,President,David Cobb,0,
Clark,635,President,George Bush,38,
Clark,635,President,John Kerry,106,
Clark,635,President,Michael Peroutka,0,
Clark,635,President,Michael Badnarik,1,
Clark,635,President,None Of These Candidates,1,
Clark,635,President,Ralph Nader,5,
Clark,635,State House,Brian Packer,26,3
Clark,635,State House,Clint Barker,3,3
Clark,635,State House,Peggy Pierce,104,3
Clark,635,State Senate,Leo Davenport,28,3
Clark,635,State Senate,Valerie Wiener,96,3
Clark,635,U.S. House,Shelley Berkley,101,1
Clark,635,U.S. House,Jim Duensing,4,1
Clark,635,U.S. House,Russ Mickelson,26,1
Clark,635,U.S. Senate,David Schumann,1,
Clark,635,U.S. Senate,Gary Marinch,0,
Clark,635,U.S. Senate,None Of These Candidates,1,
Clark,635,U.S. Senate,Harry Reid,110,
Clark,635,U.S. Senate,Richard Ziser,24,
Clark,635,U.S. Senate,Thomas Hurst,2,
Clark,635,President,David Cobb,3,
Clark,635,President,George Bush,265,
Clark,635,President,John Kerry,444,
Clark,635,President,Michael Peroutka,0,
Clark,635,President,Michael Badnarik,4,
Clark,635,President,None Of These Candidates,6,
Clark,635,President,Ralph Nader,2,
Clark,635,State House,Brian Packer,191,3
Clark,635,State House,Clint Barker,29,3
Clark,635,State House,Peggy Pierce,449,3
Clark,635,State Senate,Leo Davenport,239,3
Clark,635,State Senate,Valerie Wiener,427,3
Clark,635,U.S. House,Shelley Berkley,481,1
Clark,635,U.S. House,Jim Duensing,36,1
Clark,635,U.S. House,Russ Mickelson,173,1
Clark,635,U.S. Senate,David Schumann,6,
Clark,635,U.S. Senate,Gary Marinch,1,
Clark,635,U.S. Senate,None Of These Candidates,5,
Clark,635,U.S. Senate,Harry Reid,522,
Clark,635,U.S. Senate,Richard Ziser,164,
Clark,635,U.S. Senate,Thomas Hurst,11,
Clark,635,President,David Cobb,3,
Clark,635,President,George Bush,352,
Clark,635,President,John Kerry,380,
Clark,635,President,Michael Peroutka,1,
Clark,635,President,Michael Badnarik,0,
Clark,635,President,None Of These Candidates,4,
Clark,635,President,Ralph Nader,5,
Clark,635,State House,Brian Packer,271,3
Clark,635,State House,Clint Barker,28,3
Clark,635,State House,Peggy Pierce,386,3
Clark,635,State Senate,Leo Davenport,313,3
Clark,635,State Senate,Valerie Wiener,377,3
Clark,635,U.S. House,Shelley Berkley,446,1
Clark,635,U.S. House,Jim Duensing,15,1
Clark,635,U.S. House,Russ Mickelson,251,1
Clark,635,U.S. Senate,David Schumann,5,
Clark,635,U.S. Senate,Gary Marinch,1,
Clark,635,U.S. Senate,None Of These Candidates,9,
Clark,635,U.S. Senate,Harry Reid,470,
Clark,635,U.S. Senate,Richard Ziser,237,
Clark,635,U.S. Senate,Thomas Hurst,3,
Clark,636,President,David Cobb,0,
Clark,636,President,George Bush,335,
Clark,636,President,John Kerry,276,
Clark,636,President,Michael Peroutka,2,
Clark,636,President,Michael Badnarik,6,
Clark,636,President,None Of These Candidates,3,
Clark,636,President,Ralph Nader,7,
Clark,636,State House,Brian Packer,262,3
Clark,636,State House,Clint Barker,22,3
Clark,636,State House,Peggy Pierce,291,3
Clark,636,State Senate,Leo Davenport,299,3
Clark,636,State Senate,Valerie Wiener,294,3
Clark,636,U.S. House,Shelley Berkley,342,1
Clark,636,U.S. House,Jim Duensing,22,1
Clark,636,U.S. House,Russ Mickelson,239,1
Clark,636,U.S. Senate,David Schumann,3,
Clark,636,U.S. Senate,Gary Marinch,1,
Clark,636,U.S. Senate,None Of These Candidates,7,
Clark,636,U.S. Senate,Harry Reid,348,
Clark,636,U.S. Senate,Richard Ziser,253,
Clark,636,U.S. Senate,Thomas Hurst,6,
Clark,636,President,David Cobb,2,
Clark,636,President,George Bush,224,
Clark,636,President,John Kerry,380,
Clark,636,President,Michael Peroutka,4,
Clark,636,President,Michael Badnarik,2,
Clark,636,President,None Of These Candidates,7,
Clark,636,President,Ralph Nader,5,
Clark,636,State House,Brian Packer,171,3
Clark,636,State House,Clint Barker,22,3
Clark,636,State House,Peggy Pierce,391,3
Clark,636,State Senate,Leo Davenport,194,3
Clark,636,State Senate,Valerie Wiener,379,3
Clark,636,U.S. House,Shelley Berkley,410,1
Clark,636,U.S. House,Jim Duensing,21,1
Clark,636,U.S. House,Russ Mickelson,155,1
Clark,636,U.S. Senate,David Schumann,4,
Clark,636,U.S. Senate,Gary Marinch,1,
Clark,636,U.S. Senate,None Of These Candidates,10,
Clark,636,U.S. Senate,Harry Reid,439,
Clark,636,U.S. Senate,Richard Ziser,145,
Clark,636,U.S. Senate,Thomas Hurst,8,
Clark,636,President,David Cobb,3,
Clark,636,President,George Bush,218,
Clark,636,President,John Kerry,345,
Clark,636,President,Michael Peroutka,1,
Clark,636,President,Michael Badnarik,1,
Clark,636,President,None Of These Candidates,2,
Clark,636,President,Ralph Nader,3,
Clark,636,State House,Brian Packer,165,3
Clark,636,State House,Clint Barker,24,3
Clark,636,State House,Peggy Pierce,338,3
Clark,636,State Senate,Leo Davenport,192,3
Clark,636,State Senate,Valerie Wiener,334,3
Clark,636,U.S. House,Shelley Berkley,372,1
Clark,636,U.S. House,Jim Duensing,10,1
Clark,636,U.S. House,Russ Mickelson,157,1
Clark,636,U.S. Senate,David Schumann,2,
Clark,636,U.S. Senate,Gary Marinch,5,
Clark,636,U.S. Senate,None Of These Candidates,12,
Clark,636,U.S. Senate,Harry Reid,405,
Clark,636,U.S. Senate,Richard Ziser,134,
Clark,636,U.S. Senate,Thomas Hurst,1,
Clark,636,President,David Cobb,0,
Clark,636,President,George Bush,312,
Clark,636,President,John Kerry,378,
Clark,636,President,Michael Peroutka,0,
Clark,636,President,Michael Badnarik,2,
Clark,636,President,None Of These Candidates,3,
Clark,636,President,Ralph Nader,4,
Clark,636,State House,Brian Packer,237,3
Clark,636,State House,Clint Barker,25,3
Clark,636,State House,Peggy Pierce,395,3
Clark,636,State Senate,Danny Tarkanian,326,11
Clark,636,State Senate,Mike Schneider,329,11
Clark,636,U.S. House,Shelley Berkley,405,1
Clark,636,U.S. House,Jim Duensing,22,1
Clark,636,U.S. House,Russ Mickelson,237,1
Clark,636,U.S. Senate,David Schumann,7,
Clark,636,U.S. Senate,Gary Marinch,3,
Clark,636,U.S. Senate,None Of These Candidates,8,
Clark,636,U.S. Senate,Harry Reid,438,
Clark,636,U.S. Senate,Richard Ziser,219,
Clark,636,U.S. Senate,Thomas Hurst,7,
Clark,636,President,David Cobb,0,
Clark,636,President,George Bush,50,
Clark,636,President,John Kerry,97,
Clark,636,President,Michael Peroutka,1,
Clark,636,President,Michael Badnarik,0,
Clark,636,President,None Of These Candidates,1,
Clark,636,President,Ralph Nader,1,
Clark,636,State House,Brian Packer,31,3
Clark,636,State House,Clint Barker,6,3
Clark,636,State House,Peggy Pierce,93,3
Clark,636,State Senate,Danny Tarkanian,50,11
Clark,636,State Senate,Mike Schneider,77,11
Clark,636,U.S. House,Shelley Berkley,104,1
Clark,636,U.S. House,Jim Duensing,5,1
Clark,636,U.S. House,Russ Mickelson,24,1
Clark,636,U.S. Senate,David Schumann,2,
Clark,636,U.S. Senate,Gary Marinch,1,
Clark,636,U.S. Senate,None Of These Candidates,5,
Clark,636,U.S. Senate,Harry Reid,110,
Clark,636,U.S. Senate,Richard Ziser,24,
Clark,636,U.S. Senate,Thomas Hurst,0,
Clark,636,President,David Cobb,0,
Clark,636,President,George Bush,83,
Clark,636,President,John Kerry,168,
Clark,636,President,Michael Peroutka,0,
Clark,636,President,Michael Badnarik,1,
Clark,636,President,None Of These Candidates,0,
Clark,636,President,Ralph Nader,3,
Clark,636,State House,Brian Packer,60,3
Clark,636,State House,Clint Barker,13,3
Clark,636,State House,Peggy Pierce,163,3
Clark,636,State Senate,Danny Tarkanian,96,11
Clark,636,State Senate,Mike Schneider,145,11
Clark,636,U.S. House,Shelley Berkley,176,1
Clark,636,U.S. House,Jim Duensing,12,1
Clark,636,U.S. House,Russ Mickelson,59,1
Clark,636,U.S. Senate,David Schumann,2,
Clark,636,U.S. Senate,Gary Marinch,1,
Clark,636,U.S. Senate,None Of These Candidates,0,
Clark,636,U.S. Senate,Harry Reid,191,
Clark,636,U.S. Senate,Richard Ziser,50,
Clark,636,U.S. Senate,Thomas Hurst,5,
Clark,637,President,David Cobb,2,
Clark,637,President,George Bush,134,
Clark,637,President,John Kerry,175,
Clark,637,President,Michael Peroutka,0,
Clark,637,President,Michael Badnarik,3,
Clark,637,President,None Of These Candidates,1,
Clark,637,President,Ralph Nader,4,
Clark,637,State House,Brian Packer,89,3
Clark,637,State House,Clint Barker,16,3
Clark,637,State House,Peggy Pierce,179,3
Clark,637,State Senate,Danny Tarkanian,139,11
Clark,637,State Senate,Mike Schneider,151,11
Clark,637,U.S. House,Shelley Berkley,199,1
Clark,637,U.S. House,Jim Duensing,13,1
Clark,637,U.S. House,Russ Mickelson,84,1
Clark,637,U.S. Senate,David Schumann,3,
Clark,637,U.S. Senate,Gary Marinch,4,
Clark,637,U.S. Senate,None Of These Candidates,5,
Clark,637,U.S. Senate,Harry Reid,213,
Clark,637,U.S. Senate,Richard Ziser,79,
Clark,637,U.S. Senate,Thomas Hurst,3,
Clark,637,President,David Cobb,0,
Clark,637,President,George Bush,29,
Clark,637,President,John Kerry,26,
Clark,637,President,Michael Peroutka,0,
Clark,637,President,Michael Badnarik,0,
Clark,637,President,None Of These Candidates,0,
Clark,637,President,Ralph Nader,1,
Clark,637,State House,Brian Packer,21,3
Clark,637,State House,Clint Barker,4,3
Clark,637,State House,Peggy Pierce,29,3
Clark,637,State Senate,Leo Davenport,25,3
Clark,637,State Senate,Valerie Wiener,25,3
Clark,637,U.S. House,Shelley Berkley,30,1
Clark,637,U.S. House,Jim Duensing,2,1
Clark,637,U.S. House,Russ Mickelson,21,1
Clark,637,U.S. Senate,David Schumann,0,
Clark,637,U.S. Senate,Gary Marinch,0,
Clark,637,U.S. Senate,None Of These Candidates,0,
Clark,637,U.S. Senate,Harry Reid,37,
Clark,637,U.S. Senate,Richard Ziser,16,
Clark,637,U.S. Senate,Thomas Hurst,1,
Clark,637,President,David Cobb,0,
Clark,637,President,George Bush,96,
Clark,637,President,John Kerry,144,
Clark,637,President,Michael Peroutka,1,
Clark,637,President,Michael Badnarik,2,
Clark,637,President,None Of These Candidates,0,
Clark,637,President,Ralph Nader,0,
Clark,637,State House,William Horne,194,34
Clark,637,State Senate,Leo Davenport,81,3
Clark,637,State Senate,Valerie Wiener,144,3
Clark,637,U.S. House,Shelley Berkley,160,1
Clark,637,U.S. House,Jim Duensing,13,1
Clark,637,U.S. House,Russ Mickelson,51,1
Clark,637,U.S. Senate,David Schumann,2,
Clark,637,U.S. Senate,Gary Marinch,0,
Clark,637,U.S. Senate,None Of These Candidates,4,
Clark,637,U.S. Senate,Harry Reid,167,
Clark,637,U.S. Senate,Richard Ziser,52,
Clark,637,U.S. Senate,Thomas Hurst,9,
Clark,637,President,David Cobb,0,
Clark,637,President,George Bush,189,
Clark,637,President,John Kerry,259,
Clark,637,President,Michael Peroutka,0,
Clark,637,President,Michael Badnarik,1,
Clark,637,President,None Of These Candidates,1,
Clark,637,President,Ralph Nader,2,
Clark,637,State House,William Horne,322,34
Clark,637,State Senate,Danny Tarkanian,209,11
Clark,637,State Senate,Mike Schneider,216,11
Clark,637,U.S. House,Shelley Berkley,279,1
Clark,637,U.S. House,Jim Duensing,14,1
Clark,637,U.S. House,Russ Mickelson,134,1
Clark,637,U.S. Senate,David Schumann,4,
Clark,637,U.S. Senate,Gary Marinch,2,
Clark,637,U.S. Senate,None Of These Candidates,6,
Clark,637,U.S. Senate,Harry Reid,307,
Clark,637,U.S. Senate,Richard Ziser,117,
Clark,637,U.S. Senate,Thomas Hurst,5,
Clark,637,President,David Cobb,1,
Clark,637,President,George Bush,293,
Clark,637,President,John Kerry,322,
Clark,637,President,Michael Peroutka,1,
Clark,637,President,Michael Badnarik,3,
Clark,637,President,None Of These Candidates,10,
Clark,637,President,Ralph Nader,7,
Clark,637,State House,Chris Giunchigliani,398,9
Clark,637,State House,Lee Haynes,172,9
Clark,637,State Senate,Leo Davenport,239,3
Clark,637,State Senate,Valerie Wiener,360,3
Clark,637,U.S. House,Shelley Berkley,371,1
Clark,637,U.S. House,Jim Duensing,30,1
Clark,637,U.S. House,Russ Mickelson,208,1
Clark,637,U.S. Senate,David Schumann,4,
Clark,637,U.S. Senate,Gary Marinch,1,
Clark,637,U.S. Senate,None Of These Candidates,6,
Clark,637,U.S. Senate,Harry Reid,394,
Clark,637,U.S. Senate,Richard Ziser,215,
Clark,637,U.S. Senate,Thomas Hurst,12,
Clark,637,President,David Cobb,1,
Clark,637,President,George Bush,398,
Clark,637,President,John Kerry,349,
Clark,637,President,Michael Peroutka,1,
Clark,637,President,Michael Badnarik,6,
Clark,637,President,None Of These Candidates,2,
Clark,637,President,Ralph Nader,4,
Clark,637,State House,Chris Giunchigliani,470,9
Clark,637,State House,Lee Haynes,199,9
Clark,637,State Senate,Leo Davenport,322,3
Clark,637,State Senate,Valerie Wiener,408,3
Clark,637,U.S. House,Shelley Berkley,442,1
Clark,637,U.S. House,Jim Duensing,26,1
Clark,637,U.S. House,Russ Mickelson,262,1
Clark,637,U.S. Senate,David Schumann,4,
Clark,637,U.S. Senate,Gary Marinch,1,
Clark,637,U.S. Senate,None Of These Candidates,6,
Clark,637,U.S. Senate,Harry Reid,444,
Clark,637,U.S. Senate,Richard Ziser,281,
Clark,637,U.S. Senate,Thomas Hurst,11,
Clark,638,President,David Cobb,0,
Clark,638,President,George Bush,419,
Clark,638,President,John Kerry,400,
Clark,638,President,Michael Peroutka,0,
Clark,638,President,Michael Badnarik,3,
Clark,638,President,None Of These Candidates,4,
Clark,638,President,Ralph Nader,11,
Clark,638,State House,Brian Packer,311,3
Clark,638,State House,Clint Barker,37,3
