precinct,office,candidate,votes,jurisdiction
FORTY BAR 18,"State Assembly, District 36 (Republican)","Oscarson, James",6,Nye
FORTY BAR 18,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",2,Nye
MANHATTAN 07,"State Assembly, District 36 (Republican)","Grudzinski, Walt",7,Nye
MANHATTAN 07,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",8,Nye
MANHATTAN 07,"State Assembly, District 36 (Republican)","Oscarson, James",5,Nye
MANHATTAN 07,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",3,Nye
PAHRUMP 09,"State Assembly, District 36 (Republican)","Grudzinski, Walt",65,Nye
PAHRUMP 09,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",37,Nye
PAHRUMP 09,"State Assembly, District 36 (Republican)","Oscarson, James",111,Nye
PAHRUMP 09,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",9,Nye
PAHRUMP 10,"State Assembly, District 36 (Republican)","Grudzinski, Walt",29,Nye
PAHRUMP 10,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",9,Nye
PAHRUMP 10,"State Assembly, District 36 (Republican)","Oscarson, James",29,Nye
PAHRUMP 10,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",7,Nye
PAHRUMP 11,"State Assembly, District 36 (Republican)","Grudzinski, Walt",33,Nye
PAHRUMP 11,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",18,Nye
PAHRUMP 11,"State Assembly, District 36 (Republican)","Oscarson, James",55,Nye
PAHRUMP 11,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",9,Nye
PAHRUMP 16,"State Assembly, District 36 (Republican)","Grudzinski, Walt",19,Nye
PAHRUMP 16,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",20,Nye
PAHRUMP 16,"State Assembly, District 36 (Republican)","Oscarson, James",72,Nye
PAHRUMP 16,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",8,Nye
PAHRUMP 17,"State Assembly, District 36 (Republican)","Grudzinski, Walt",24,Nye
PAHRUMP 17,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",17,Nye
PAHRUMP 17,"State Assembly, District 36 (Republican)","Oscarson, James",71,Nye
PAHRUMP 17,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",2,Nye
PAHRUMP 19,"State Assembly, District 36 (Republican)","Grudzinski, Walt",75,Nye
PAHRUMP 19,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",31,Nye
PAHRUMP 19,"State Assembly, District 36 (Republican)","Oscarson, James",139,Nye
PAHRUMP 19,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",12,Nye
PAHRUMP 20,"State Assembly, District 36 (Republican)","Grudzinski, Walt",24,Nye
PAHRUMP 20,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",14,Nye
PAHRUMP 20,"State Assembly, District 36 (Republican)","Oscarson, James",44,Nye
PAHRUMP 20,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",1,Nye
PAHRUMP 21,"State Assembly, District 36 (Republican)","Grudzinski, Walt",40,Nye
PAHRUMP 21,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",25,Nye
PAHRUMP 21,"State Assembly, District 36 (Republican)","Oscarson, James",58,Nye
PAHRUMP 21,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",2,Nye
PAHRUMP 22,"State Assembly, District 36 (Republican)","Grudzinski, Walt",19,Nye
PAHRUMP 22,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",15,Nye
PAHRUMP 22,"State Assembly, District 36 (Republican)","Oscarson, James",56,Nye
PAHRUMP 22,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",0,Nye
PAHRUMP 23,"State Assembly, District 36 (Republican)","Grudzinski, Walt",17,Nye
PAHRUMP 23,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",6,Nye
PAHRUMP 23,"State Assembly, District 36 (Republican)","Oscarson, James",33,Nye
PAHRUMP 23,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",4,Nye
PAHRUMP 24,"State Assembly, District 36 (Republican)","Grudzinski, Walt",23,Nye
PAHRUMP 24,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",22,Nye
PAHRUMP 24,"State Assembly, District 36 (Republican)","Oscarson, James",57,Nye
PAHRUMP 24,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",4,Nye
PAHRUMP 25,"State Assembly, District 36 (Republican)","Grudzinski, Walt",33,Nye
PAHRUMP 25,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",9,Nye
PAHRUMP 25,"State Assembly, District 36 (Republican)","Oscarson, James",34,Nye
PAHRUMP 25,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",4,Nye
PAHRUMP 26,"State Assembly, District 36 (Republican)","Grudzinski, Walt",28,Nye
PAHRUMP 26,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",17,Nye
PAHRUMP 26,"State Assembly, District 36 (Republican)","Oscarson, James",29,Nye
PAHRUMP 26,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",5,Nye
PAHRUMP 27,"State Assembly, District 36 (Republican)","Grudzinski, Walt",43,Nye
PAHRUMP 27,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",34,Nye
PAHRUMP 27,"State Assembly, District 36 (Republican)","Oscarson, James",58,Nye
PAHRUMP 27,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",9,Nye
PAHRUMP 28,"State Assembly, District 36 (Republican)","Grudzinski, Walt",36,Nye
PAHRUMP 28,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",24,Nye
PAHRUMP 28,"State Assembly, District 36 (Republican)","Oscarson, James",123,Nye
PAHRUMP 28,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",5,Nye
PAHRUMP 29,"State Assembly, District 36 (Republican)","Grudzinski, Walt",44,Nye
PAHRUMP 29,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",27,Nye
PAHRUMP 29,"State Assembly, District 36 (Republican)","Oscarson, James",82,Nye
PAHRUMP 29,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",6,Nye
PAHRUMP 30,"State Assembly, District 36 (Republican)","Grudzinski, Walt",40,Nye
PAHRUMP 30,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",23,Nye
PAHRUMP 30,"State Assembly, District 36 (Republican)","Oscarson, James",81,Nye
PAHRUMP 30,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",4,Nye
PAHRUMP 31,"State Assembly, District 36 (Republican)","Grudzinski, Walt",54,Nye
PAHRUMP 31,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",23,Nye
PAHRUMP 31,"State Assembly, District 36 (Republican)","Oscarson, James",96,Nye
PAHRUMP 31,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",5,Nye
PAHRUMP 32,"State Assembly, District 36 (Republican)","Grudzinski, Walt",77,Nye
PAHRUMP 32,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",29,Nye
PAHRUMP 32,"State Assembly, District 36 (Republican)","Oscarson, James",104,Nye
PAHRUMP 32,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",14,Nye
ROUND MTN 12,"State Assembly, District 36 (Republican)","Grudzinski, Walt",3,Nye
ROUND MTN 12,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",11,Nye
ROUND MTN 12,"State Assembly, District 36 (Republican)","Oscarson, James",15,Nye
ROUND MTN 12,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",7,Nye
SUNNYSIDE 13,"State Assembly, District 36 (Republican)","Grudzinski, Walt",0,Nye
SUNNYSIDE 13,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",0,Nye
SUNNYSIDE 13,"State Assembly, District 36 (Republican)","Oscarson, James",0,Nye
SUNNYSIDE 13,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",0,Nye
CURRANT 02,United States Senator (Democratic),"Berkley, Shelley",,Nye
CURRANT 02,United States Senator (Democratic),"Brown, Steve",,Nye
CURRANT 02,United States Senator (Democratic),"Ellsworth, Barry",,Nye
CURRANT 02,United States Senator (Democratic),"Macias, Louis",,Nye
CURRANT 02,United States Senator (Democratic),None Of These Candidates,,Nye
CURRANT 02,United States Senator (Democratic),"Price, Nancy",,Nye
IONE 05,United States Senator (Democratic),"Berkley, Shelley",,Nye
IONE 05,United States Senator (Democratic),"Brown, Steve",,Nye
IONE 05,United States Senator (Democratic),"Ellsworth, Barry",,Nye
IONE 05,United States Senator (Democratic),"Macias, Louis",,Nye
IONE 05,United States Senator (Democratic),None Of These Candidates,,Nye
IONE 05,United States Senator (Democratic),"Price, Nancy",,Nye
MANHATTAN 07,United States Senator (Democratic),"Berkley, Shelley",,Nye
MANHATTAN 07,United States Senator (Democratic),"Brown, Steve",,Nye
MANHATTAN 07,United States Senator (Democratic),"Ellsworth, Barry",,Nye
MANHATTAN 07,United States Senator (Democratic),"Macias, Louis",,Nye
MANHATTAN 07,United States Senator (Democratic),None Of These Candidates,,Nye
MANHATTAN 07,United States Senator (Democratic),"Price, Nancy",,Nye
MERCURY 08,United States Senator (Democratic),"Berkley, Shelley",,Nye
MERCURY 08,United States Senator (Democratic),"Brown, Steve",,Nye
MERCURY 08,United States Senator (Democratic),"Ellsworth, Barry",,Nye
MERCURY 08,United States Senator (Democratic),"Macias, Louis",,Nye
MERCURY 08,United States Senator (Democratic),None Of These Candidates,,Nye
MERCURY 08,United States Senator (Democratic),"Price, Nancy",,Nye
SUNNYSIDE 13,United States Senator (Democratic),"Berkley, Shelley",,Nye
SUNNYSIDE 13,United States Senator (Democratic),"Brown, Steve",,Nye
SUNNYSIDE 13,United States Senator (Democratic),"Ellsworth, Barry",,Nye
SUNNYSIDE 13,United States Senator (Democratic),"Macias, Louis",,Nye
SUNNYSIDE 13,United States Senator (Democratic),None Of These Candidates,,Nye
SUNNYSIDE 13,United States Senator (Democratic),"Price, Nancy",,Nye
TONOPAH 15,United States Senator (Democratic),"Berkley, Shelley",,Nye
TONOPAH 15,United States Senator (Democratic),"Brown, Steve",,Nye
TONOPAH 15,United States Senator (Democratic),"Ellsworth, Barry",,Nye
TONOPAH 15,United States Senator (Democratic),"Macias, Louis",,Nye
TONOPAH 15,United States Senator (Democratic),None Of These Candidates,,Nye
TONOPAH 15,United States Senator (Democratic),"Price, Nancy",,Nye
DUCKWATER 03,United States Senator (Republican),"Brooks, Sherry",,Nye
DUCKWATER 03,United States Senator (Republican),"Charles, Richard",,Nye
DUCKWATER 03,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Nye
DUCKWATER 03,United States Senator (Republican),"Heller, Dean",,Nye
DUCKWATER 03,United States Senator (Republican),None Of These Candidates,,Nye
DUCKWATER 03,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Nye
MERCURY 08,United States Senator (Republican),"Brooks, Sherry",,Nye
MERCURY 08,United States Senator (Republican),"Charles, Richard",,Nye
MERCURY 08,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Nye
MERCURY 08,United States Senator (Republican),"Heller, Dean",,Nye
MERCURY 08,United States Senator (Republican),None Of These Candidates,,Nye
MERCURY 08,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Nye
TONOPAH 15,United States Senator (Republican),"Brooks, Sherry",,Nye
TONOPAH 15,United States Senator (Republican),"Charles, Richard",,Nye
TONOPAH 15,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",,Nye
TONOPAH 15,United States Senator (Republican),"Heller, Dean",,Nye
TONOPAH 15,United States Senator (Republican),None Of These Candidates,,Nye
TONOPAH 15,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",,Nye
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",,Nye
MERCURY 08,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",,Nye
TONOPAH 15,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",,Nye
DUCKWATER 03,"State Assembly, District 36 (Republican)","Grudzinski, Walt",,Nye
DUCKWATER 03,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",,Nye
DUCKWATER 03,"State Assembly, District 36 (Republican)","Oscarson, James",,Nye
DUCKWATER 03,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",,Nye
MERCURY 08,"State Assembly, District 36 (Republican)","Grudzinski, Walt",,Nye
MERCURY 08,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",,Nye
MERCURY 08,"State Assembly, District 36 (Republican)","Oscarson, James",,Nye
MERCURY 08,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",,Nye
TONOPAH 15,"State Assembly, District 36 (Republican)","Grudzinski, Walt",,Nye
TONOPAH 15,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",,Nye
TONOPAH 15,"State Assembly, District 36 (Republican)","Oscarson, James",,Nye
TONOPAH 15,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",,Nye
